,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1243,Alexandra activation,2026-08-28T11:10:09.000,-26.097579,28.1043617,83.0,17.0,19.0,18.0,32.0
1244,Alexandra activation,2026-08-28T11:10:14.000,-26.0975729,28.1043768,83.0,18.0,20.0,19.0,32.0
1245,Alexandra activation,2026-08-28T11:10:19.000,-26.0975667,28.1043838,83.0,17.0,20.0,19.0,32.0
1246,Alexandra activation,2026-08-28T11:10:24.000,-26.0975644,28.1043911,83.0,17.0,19.0,18.0,32.0
1247,Alexandra activation,2026-08-28T11:10:29.000,-26.0975664,28.1043908,83.0,17.0,20.0,19.0,32.0
1248,Alexandra activation,2026-08-28T11:10:34.000,-26.0975683,28.1043904,83.0,17.0,19.0,18.0,32.0
1249,Alexandra activation,2026-08-28T11:10:39.000,-26.0975693,28.1043894,83.0,16.0,18.0,17.0,32.0
1250,Alexandra activation,2026-08-28T11:10:44.000,-26.0975717,28.1043881,83.0,16.0,18.0,17.0,32.0
1251,Alexandra activation,2026-08-28T11:10:49.000,-26.0975731,28.1043879,83.0,17.0,19.0,18.0,32.0
1252,Alexandra activation,2026-08-28T11:10:54.000,-26.097575,28.1043849,83.0,17.0,20.0,19.0,32.0
1253,Alexandra activation,2026-08-28T11:10:59.000,-26.0975763,28.1043801,83.0,17.0,19.0,18.0,32.0
1254,Alexandra activation,2026-08-28T11:11:04.000,-26.097576,28.1043769,83.0,17.0,19.0,18.0,32.0
1255,Alexandra activation,2026-08-28T11:11:09.000,-26.0975751,28.104374,83.0,18.0,21.0,20.0,32.0
1256,Alexandra activation,2026-08-28T11:11:14.000,-26.0975745,28.1043709,83.0,19.0,23.0,21.0,32.0
1257,Alexandra activation,2026-08-28T11:11:19.000,-26.0975754,28.1043722,83.0,20.0,24.0,22.0,32.0
1258,Alexandra activation,2026-08-28T11:11:24.000,-26.0975754,28.1043714,83.0,18.0,21.0,20.0,32.0
1259,Alexandra activation,2026-08-28T11:11:29.000,-26.0975758,28.1043727,83.0,17.0,19.0,18.0,32.0
1260,Alexandra activation,2026-08-28T11:11:34.000,-26.0975752,28.1043712,83.0,17.0,19.0,18.0,32.0
1261,Alexandra activation,2026-08-28T11:11:39.000,-26.0975754,28.1043724,83.0,17.0,20.0,19.0,32.0
1262,Alexandra activation,2026-08-28T11:11:44.000,-26.0975758,28.1043724,83.0,19.0,23.0,21.0,33.0
1263,Alexandra activation,2026-08-28T11:11:49.000,-26.0975763,28.1043729,83.0,17.0,20.0,19.0,33.0
1264,Alexandra activation,2026-08-28T11:11:54.000,-26.09758,28.104373,83.0,16.0,18.0,17.0,33.0
1265,Alexandra activation,2026-08-28T11:11:59.000,-26.0975916,28.1043742,83.0,16.0,18.0,17.0,33.0
1266,Alexandra activation,2026-08-28T11:12:04.000,-26.0976054,28.1043721,83.0,18.0,21.0,20.0,33.0
1267,Alexandra activation,2026-08-28T11:12:09.000,-26.0975899,28.1043725,83.0,18.0,20.0,19.0,33.0
1268,Alexandra activation,2026-08-28T11:12:14.000,-26.097589,28.104373,83.0,17.0,19.0,18.0,33.0
1269,Alexandra activation,2026-08-28T11:12:19.000,-26.0975894,28.1043731,83.0,18.0,21.0,20.0,33.0
1270,Alexandra activation,2026-08-28T11:12:24.000,-26.0975897,28.1043726,83.0,19.0,23.0,21.0,33.0
